S/N,Project Name,Street Name,Type,Postal District,Market Segment,Tenure,Type of Sale,No. of Units,Price ($),Nett Price ($),Area (Sqft),Type of Area,Floor Level,Unit Price ($psf),Date of Sale
1635,PARC CLEMATIS,JALAN LEMPENG,Apartment,5,OCR,99 yrs lease commencing from 2019,New Sale,1,1348000,-,829,Strata,06 to 10,1626,Sep-19
1636,WHISTLER GRAND,WEST COAST VALE,Apartment,5,OCR,99 yrs lease commencing from 2018,New Sale,1,937260,-,624,Strata,26 to 30,1501,Sep-19
1637,ONE PEARL BANK,PEARL BANK,Apartment,3,RCR,99 yrs lease commencing from 2019,New Sale,1,1052000,-,431,Strata,11 to 15,2443,Sep-19
1638,ONE PEARL BANK,PEARL BANK,Apartment,3,RCR,99 yrs lease commencing from 2019,New Sale,1,1056000,-,431,Strata,06 to 10,2453,Sep-19
1639,PARC CLEMATIS,JALAN LEMPENG,Apartment,5,OCR,99 yrs lease commencing from 2019,New Sale,1,1179000,-,732,Strata,11 to 15,1611,Sep-19
1640,RIVIERE,JIAK KIM STREET,Apartment,3,RCR,99 yrs lease commencing from 2018,New Sale,1,1597440,-,560,Strata,06 to 10,2854,Sep-19
1641,PARC CLEMATIS,JALAN LEMPENG,Apartment,5,OCR,99 yrs lease commencing from 2019,New Sale,1,778000,-,452,Strata,16 to 20,1721,Sep-19
1642,3 ORCHARD BY-THE-PARK,ORCHARD BOULEVARD,Condominium,10,CCR,Freehold,Resale,1,8084000,-,2260,Strata,16 to 20,3576,Sep-19
1643,AVENUE SOUTH RESIDENCE,SILAT AVENUE,Apartment,3,RCR,99 yrs lease commencing from 2018,New Sale,1,1395000,-,721,Strata,01 to 05,1934,Sep-19
1644,KENT RIDGE HILL RESIDENCES,SOUTH BUONA VISTA ROAD,Apartment,5,RCR,99 yrs lease commencing from 2018,New Sale,1,1239000,-,732,Strata,01 to 05,1693,Sep-19
1645,DOVER PARKVIEW,DOVER RISE,Condominium,5,RCR,99 yrs lease commencing from 1993,Resale,1,1460000,-,1281,Strata,06 to 10,1140,Sep-19
1646,MAYFAIR MODERN,RIFLE RANGE ROAD,Condominium,21,RCR,99 yrs lease commencing from 2018,New Sale,1,1076100,-,506,Strata,06 to 10,2127,Sep-19
1647,MARGARET VILLE,MARGARET DRIVE,Apartment,3,RCR,99 yrs lease commencing from 2017,New Sale,1,1563394,-,829,Strata,36 to 40,1886,Sep-19
1648,THE CREST,PRINCE CHARLES CRESCENT,Condominium,3,RCR,99 yrs lease commencing from 2012,Resale,1,2505000,-,1227,Strata,06 to 10,2041,Sep-19
1649,PARC CLEMATIS,JALAN LEMPENG,Apartment,5,OCR,99 yrs lease commencing from 2019,New Sale,1,784000,-,452,Strata,21 to 25,1734,Sep-19
1650,STIRLING RESIDENCES,STIRLING ROAD,Apartment,3,RCR,99 yrs lease commencing from 2017,New Sale,1,1355000,-,635,Strata,26 to 30,2134,Sep-19
1651,RIVIERE,JIAK KIM STREET,Apartment,3,RCR,99 yrs lease commencing from 2018,New Sale,1,2400960,-,840,Strata,16 to 20,2860,Sep-19
1652,RIVIERE,JIAK KIM STREET,Apartment,3,RCR,99 yrs lease commencing from 2018,New Sale,1,2427840,-,840,Strata,16 to 20,2892,Sep-19
1653,THE OCEANFRONT @ SENTOSA COVE,OCEAN DRIVE,Condominium,4,CCR,99 yrs lease commencing from 2005,Resale,1,10398000,-,7793,Strata,11 to 15,1334,Sep-19
1654,THE HILLFORD,JALAN JURONG KECHIL,Apartment,21,RCR,60 yrs lease commencing from 2013,Resale,1,605000,-,506,Strata,06 to 10,1196,Sep-19
1655,PARC PALAIS,HUME AVENUE,Condominium,21,OCR,Freehold,Resale,1,1400000,-,1227,Strata,06 to 10,1141,Sep-19
1656,AVENUE SOUTH RESIDENCE,SILAT AVENUE,Apartment,3,RCR,99 yrs lease commencing from 2018,New Sale,1,1417000,-,807,Strata,01 to 05,1755,Sep-19
1657,AVENUE SOUTH RESIDENCE,SILAT AVENUE,Apartment,3,RCR,99 yrs lease commencing from 2018,New Sale,1,1570000,-,721,Strata,31 to 35,2177,Sep-19
1658,AVENUE SOUTH RESIDENCE,SILAT AVENUE,Apartment,3,RCR,99 yrs lease commencing from 2018,New Sale,1,1436000,-,721,Strata,11 to 15,1991,Sep-19
1659,AVENUE SOUTH RESIDENCE,SILAT AVENUE,Apartment,3,RCR,99 yrs lease commencing from 2018,New Sale,1,1390000,-,807,Strata,01 to 05,1722,Sep-19
1660,AVENUE SOUTH RESIDENCE,SILAT AVENUE,Apartment,3,RCR,99 yrs lease commencing from 2018,New Sale,1,903000,-,495,Strata,01 to 05,1824,Sep-19
1661,AVENUE SOUTH RESIDENCE,SILAT AVENUE,Apartment,3,RCR,99 yrs lease commencing from 2018,New Sale,1,1580000,-,721,Strata,31 to 35,2191,Sep-19
1662,AVENUE SOUTH RESIDENCE,SILAT AVENUE,Apartment,3,RCR,99 yrs lease commencing from 2018,New Sale,1,1409000,-,721,Strata,06 to 10,1954,Sep-19
1663,BEAVERTON COURT,MOUNT SINAI RISE,Condominium,10,CCR,Freehold,Resale,1,4450000,-,3229,Strata,11 to 15,1378,Sep-19
1664,KENT RIDGE HILL RESIDENCES,SOUTH BUONA VISTA ROAD,Apartment,5,RCR,99 yrs lease commencing from 2018,New Sale,1,1427000,-,775,Strata,01 to 05,1841,Sep-19
1665,MARGARET VILLE,MARGARET DRIVE,Apartment,3,RCR,99 yrs lease commencing from 2017,New Sale,1,1101912,-,527,Strata,31 to 35,2089,Sep-19
1666,MARGARET VILLE,MARGARET DRIVE,Apartment,3,RCR,99 yrs lease commencing from 2017,New Sale,1,966966,-,463,Strata,31 to 35,2089,Sep-19
1667,PARC CLEMATIS,JALAN LEMPENG,Apartment,5,OCR,99 yrs lease commencing from 2019,New Sale,1,1447000,-,883,Strata,11 to 15,1639,Sep-19
1668,PARC CLEMATIS,JALAN LEMPENG,Apartment,5,OCR,99 yrs lease commencing from 2019,New Sale,1,787000,-,452,Strata,21 to 25,1741,Sep-19
1669,SPRINGDALE CONDOMINIUM,HINDHEDE WALK,Condominium,21,OCR,999 yrs lease commencing from 1877,Resale,1,1200000,-,1130,Strata,06 to 10,1062,Sep-19
1670,SIGNATURE PARK,TOH TUCK ROAD,Condominium,21,RCR,Freehold,Resale,1,2100000,-,1701,Strata,01 to 05,1235,Sep-19
1671,QUEENS PEAK,DUNDEE ROAD,Condominium,3,RCR,99 yrs lease commencing from 2015,New Sale,1,2570000,-,1507,Strata,36 to 40,1705,Sep-19
1672,VENTUNO BALMORAL,BALMORAL ROAD,Apartment,10,CCR,Freehold,Resale,1,2178000,-,1313,Strata,06 to 10,1659,Sep-19
1673,THE STELLAR,WEST COAST ROAD,Condominium,5,OCR,Freehold,Resale,1,2250000,-,2207,Strata,01 to 05,1020,Sep-19
1674,THE PARC CONDOMINIUM,WEST COAST WALK,Condominium,5,OCR,Freehold,Resale,1,918000,-,667,Strata,01 to 05,1376,Sep-19
1675,THE ROCHESTER RESIDENCES,ROCHESTER DRIVE,Apartment,5,RCR,99 yrs lease commencing from 2005,Resale,1,1800000,-,1206,Strata,31 to 35,1493,Sep-19
1676,ALEX RESIDENCES,ALEXANDRA VIEW,Apartment,3,RCR,99 yrs lease commencing from 2013,Resale,1,1880000,-,1044,Strata,26 to 30,1801,Sep-19
1677,THE CREST,PRINCE CHARLES CRESCENT,Condominium,3,RCR,99 yrs lease commencing from 2012,Resale,1,2307000,-,1163,Strata,06 to 10,1984,Sep-19
1678,CARABELLE,WEST COAST WAY,Condominium,5,OCR,956 yrs lease commencing from 1928,Resale,1,1650000,-,1302,Strata,01 to 05,1267,Sep-19
1679,CARIBBEAN AT KEPPEL BAY,KEPPEL BAY DRIVE,Condominium,4,RCR,99 yrs lease commencing from 1999,Resale,1,1820000,-,1216,Strata,01 to 05,1496,Sep-19
1680,BOULEVARD 88,ORCHARD BOULEVARD,Apartment,10,CCR,Freehold,New Sale,1,6131700,-,1776,Strata,06 to 10,3452,Sep-19
1681,HERITAGE VIEW,DOVER RISE,Condominium,5,RCR,99 yrs lease commencing from 1996,Resale,1,1360000,-,1206,Strata,01 to 05,1128,Sep-19
1682,ONE PEARL BANK,PEARL BANK,Apartment,3,RCR,99 yrs lease commencing from 2019,New Sale,1,1057000,-,431,Strata,11 to 15,2455,Sep-19
1683,NOUVEL 18,ANDERSON ROAD,Condominium,10,CCR,Freehold,Resale,1,9543000,-,2820,Strata,26 to 30,3384,Sep-19
1684,QUEENS,STIRLING ROAD,Condominium,3,RCR,99 yrs lease commencing from 1998,Resale,1,1900000,-,2282,Strata,36 to 40,833,Sep-19
1685,PARC CLEMATIS,JALAN LEMPENG,Apartment,5,OCR,99 yrs lease commencing from 2019,New Sale,1,1361000,-,861,Strata,06 to 10,1580,Sep-19
1686,SPANISH VILLAGE,FARRER ROAD,Condominium,10,CCR,Freehold,Resale,1,2580000,-,1593,Strata,01 to 05,1620,Sep-19
1687,ST REGIS RESIDENCES SINGAPORE,TANGLIN ROAD,Apartment,10,CCR,999 yrs lease commencing from 1995,Resale,1,4800000,-,2153,Strata,06 to 10,2230,Sep-19
1688,WHISTLER GRAND,WEST COAST VALE,Apartment,5,OCR,99 yrs lease commencing from 2018,New Sale,1,885610,-,614,Strata,11 to 15,1443,Sep-19
1689,WHISTLER GRAND,WEST COAST VALE,Apartment,5,OCR,99 yrs lease commencing from 2018,New Sale,1,1695760,-,1270,Strata,11 to 15,1335,Sep-19
1690,THE HILLSIDE,UPPER BUKIT TIMAH ROAD,Condominium,21,OCR,Freehold,Resale,1,1785000,-,1528,Strata,01 to 05,1168,Sep-19
1691,AVENUE SOUTH RESIDENCE,SILAT AVENUE,Apartment,3,RCR,99 yrs lease commencing from 2018,New Sale,1,1427000,-,721,Strata,11 to 15,1979,Sep-19
1692,AVENUE SOUTH RESIDENCE,SILAT AVENUE,Apartment,3,RCR,99 yrs lease commencing from 2018,New Sale,1,1411000,-,807,Strata,01 to 05,1748,Sep-19
1693,CLEMENTI PARK,SUNSET WAY,Condominium,21,OCR,Freehold,Resale,1,1870000,-,1658,Strata,01 to 05,1128,Sep-19
1694,DOVER PARKVIEW,DOVER RISE,Condominium,5,RCR,99 yrs lease commencing from 1993,Resale,1,1108000,-,936,Strata,11 to 15,1183,Sep-19
1695,MARGARET VILLE,MARGARET DRIVE,Apartment,3,RCR,99 yrs lease commencing from 2017,New Sale,1,2192554,-,1184,Strata,36 to 40,1852,Sep-19
1696,PARC CLEMATIS,JALAN LEMPENG,Apartment,5,OCR,99 yrs lease commencing from 2019,New Sale,1,781000,-,452,Strata,16 to 20,1728,Sep-19
1697,PARC CLEMATIS,JALAN LEMPENG,Apartment,5,OCR,99 yrs lease commencing from 2019,New Sale,1,1259000,-,743,Strata,16 to 20,1695,Sep-19
1698,THE CREST,PRINCE CHARLES CRESCENT,Condominium,3,RCR,99 yrs lease commencing from 2012,Resale,1,2315500,-,1195,Strata,01 to 05,1938,Sep-19
1699,SUI GENERIS,BALMORAL CRESCENT,Condominium,10,CCR,Freehold,Resale,1,4750000,-,2594,Strata,01 to 05,1831,Sep-19
1700,SYMPHONY HEIGHTS,HUME AVENUE,Condominium,21,OCR,Freehold,Resale,1,1350000,-,1216,Strata,06 to 10,1110,Sep-19
1701,SPRINGDALE CONDOMINIUM,HINDHEDE WALK,Condominium,21,OCR,999 yrs lease commencing from 1877,Resale,1,1380000,-,1130,Strata,06 to 10,1221,Sep-19
1702,WHISTLER GRAND,WEST COAST VALE,Apartment,5,OCR,99 yrs lease commencing from 2018,New Sale,1,1083150,-,764,Strata,11 to 15,1417,Sep-19
1703,WHISTLER GRAND,WEST COAST VALE,Apartment,5,OCR,99 yrs lease commencing from 2018,New Sale,1,1700680,-,1270,Strata,16 to 20,1339,Sep-19
1704,THE HILLFORD,JALAN JURONG KECHIL,Apartment,21,RCR,60 yrs lease commencing from 2013,Resale,1,480000,-,398,Strata,01 to 05,1205,Sep-19
1705,PARC CLEMATIS,JALAN LEMPENG,Apartment,5,OCR,99 yrs lease commencing from 2019,New Sale,1,1517000,-,915,Strata,11 to 15,1658,Sep-19
1706,ARTRA,ALEXANDRA VIEW,Apartment,3,RCR,99 yrs lease commencing from 2016,New Sale,1,1746200,-,829,Strata,41 to 45,2107,Sep-19
1707,THE CLEMENT CANOPY,CLEMENTI AVENUE 1,Apartment,5,OCR,99 yrs lease commencing from 2016,Sub Sale,1,1770000,-,1141,Strata,36 to 40,1551,Sep-19
1708,AVENUE SOUTH RESIDENCE,SILAT AVENUE,Apartment,3,RCR,99 yrs lease commencing from 2018,New Sale,1,1737000,-,947,Strata,11 to 15,1834,Sep-19
1709,AVENUE SOUTH RESIDENCE,SILAT AVENUE,Apartment,3,RCR,99 yrs lease commencing from 2018,New Sale,1,1565000,-,721,Strata,31 to 35,2170,Sep-19
1710,BOULEVARD 88,ORCHARD BOULEVARD,Apartment,10,CCR,Freehold,New Sale,1,6066900,-,1776,Strata,06 to 10,3416,Sep-19
1711,KENT RIDGE HILL RESIDENCES,SOUTH BUONA VISTA ROAD,Apartment,5,RCR,99 yrs lease commencing from 2018,New Sale,1,820000,-,474,Strata,01 to 05,1731,Sep-19
1712,HORIZON RESIDENCES,PASIR PANJANG HILL,Condominium,5,RCR,Freehold,Resale,1,2250000,-,1475,Strata,01 to 05,1526,Sep-19
1713,ONE TREE HILL RESIDENCE,ONE TREE HILL,Apartment,10,CCR,Freehold,Resale,1,4600000,-,2207,Strata,11 to 15,2085,Sep-19
1714,MARGARET VILLE,MARGARET DRIVE,Apartment,3,RCR,99 yrs lease commencing from 2017,New Sale,1,1514394,-,829,Strata,26 to 30,1827,Sep-19
1715,PARC CLEMATIS,JALAN LEMPENG,Apartment,5,OCR,99 yrs lease commencing from 2019,New Sale,1,775000,-,452,Strata,16 to 20,1714,Sep-19
1716,PARC CLEMATIS,JALAN LEMPENG,Apartment,5,OCR,99 yrs lease commencing from 2019,New Sale,1,1204000,-,710,Strata,16 to 20,1695,Sep-19
1717,PARC CLEMATIS,JALAN LEMPENG,Apartment,5,OCR,99 yrs lease commencing from 2019,New Sale,1,1461000,-,915,Strata,06 to 10,1597,Sep-19
1718,TERESA VILLE,LOWER DELTA ROAD,Condominium,4,RCR,Freehold,Resale,1,2250000,-,1927,Strata,01 to 05,1168,Sep-19
1719,THE ASANA,QUEEN'S ROAD,Apartment,10,CCR,Freehold,Resale,1,1380000,-,506,Strata,01 to 05,2728,Sep-19
1720,STIRLING RESIDENCES,STIRLING ROAD,Apartment,3,RCR,99 yrs lease commencing from 2017,New Sale,1,1394000,-,786,Strata,11 to 15,1774,Sep-19
1721,ROBIN SUITES,ROBIN ROAD,Apartment,10,CCR,Freehold,Resale,1,1150000,-,441,Strata,06 to 10,2606,Sep-19
1722,RICH MANSIONS,BUKIT TIMAH ROAD,Condominium,10,CCR,Freehold,Resale,1,4713000,-,3143,Strata,11 to 15,1499,Sep-19
1723,WHISTLER GRAND,WEST COAST VALE,Apartment,5,OCR,99 yrs lease commencing from 2018,New Sale,1,1040820,-,764,Strata,01 to 05,1362,Sep-19
1724,WHISTLER GRAND,WEST COAST VALE,Apartment,5,OCR,99 yrs lease commencing from 2018,New Sale,1,1079830,-,764,Strata,11 to 15,1413,Sep-19
1725,VILLAGE @ PASIR PANJANG,PASIR PANJANG ROAD,Condominium,5,RCR,Freehold,Resale,1,1270000,-,840,Strata,01 to 05,1513,Sep-19
1726,THE STELLAR,WEST COAST ROAD,Condominium,5,OCR,Freehold,Resale,1,2100000,-,2056,Strata,01 to 05,1021,Sep-19
1727,AVENUE SOUTH RESIDENCE,SILAT AVENUE,Apartment,3,RCR,99 yrs lease commencing from 2018,New Sale,1,1412000,-,721,Strata,06 to 10,1958,Sep-19
1728,AVENUE SOUTH RESIDENCE,SILAT AVENUE,Apartment,3,RCR,99 yrs lease commencing from 2018,New Sale,1,1411000,-,807,Strata,01 to 05,1748,Sep-19
1729,WHISTLER GRAND,WEST COAST VALE,Apartment,5,OCR,99 yrs lease commencing from 2018,New Sale,1,1348080,-,958,Strata,21 to 25,1407,Sep-19
1730,AVENUE SOUTH RESIDENCE,SILAT AVENUE,Apartment,3,RCR,99 yrs lease commencing from 2018,New Sale,1,1286000,-,657,Strata,06 to 10,1959,Sep-19
1731,AVENUE SOUTH RESIDENCE,SILAT AVENUE,Apartment,3,RCR,99 yrs lease commencing from 2018,New Sale,1,1402000,-,807,Strata,01 to 05,1737,Sep-19
1732,MARGARET VILLE,MARGARET DRIVE,Apartment,3,RCR,99 yrs lease commencing from 2017,New Sale,1,1501752,-,829,Strata,26 to 30,1812,Sep-19
1733,MARGARET VILLE,MARGARET DRIVE,Apartment,3,RCR,99 yrs lease commencing from 2017,New Sale,1,1260182,-,657,Strata,31 to 35,1919,Sep-19
1734,KENT RIDGE HILL RESIDENCES,SOUTH BUONA VISTA ROAD,Apartment,5,RCR,99 yrs lease commencing from 2018,New Sale,1,827000,-,474,Strata,01 to 05,1746,Sep-19
1735,ONE PEARL BANK,PEARL BANK,Apartment,3,RCR,99 yrs lease commencing from 2019,New Sale,1,1086000,-,431,Strata,11 to 15,2522,Sep-19
1736,MARGARET VILLE,MARGARET DRIVE,Apartment,3,RCR,99 yrs lease commencing from 2017,New Sale,1,1097502,-,527,Strata,31 to 35,2081,Sep-19
1737,MARGARET VILLE,MARGARET DRIVE,Apartment,3,RCR,99 yrs lease commencing from 2017,New Sale,1,1698741,-,915,Strata,36 to 40,1857,Sep-19
1738,PARC CLEMATIS,JALAN LEMPENG,Apartment,5,OCR,99 yrs lease commencing from 2019,New Sale,1,1347000,-,861,Strata,01 to 05,1564,Sep-19
1739,PARC CLEMATIS,JALAN LEMPENG,Apartment,5,OCR,99 yrs lease commencing from 2019,New Sale,1,1412000,-,883,Strata,06 to 10,1600,Sep-19
1740,PARC CLEMATIS,JALAN LEMPENG,Apartment,5,OCR,99 yrs lease commencing from 2019,New Sale,1,1055000,-,689,Strata,06 to 10,1531,Sep-19
1741,STIRLING RESIDENCES,STIRLING ROAD,Apartment,3,RCR,99 yrs lease commencing from 2017,New Sale,1,3308000,-,1970,Strata,36 to 40,1679,Sep-19
1742,RIVIERE,JIAK KIM STREET,Apartment,3,RCR,99 yrs lease commencing from 2018,New Sale,1,2279500,-,840,Strata,01 to 05,2715,Sep-19
1743,WHISTLER GRAND,WEST COAST VALE,Apartment,5,OCR,99 yrs lease commencing from 2018,New Sale,1,1264090,-,958,Strata,06 to 10,1320,Sep-19
1744,WHISTLER GRAND,WEST COAST VALE,Apartment,5,OCR,99 yrs lease commencing from 2018,New Sale,1,902820,-,603,Strata,21 to 25,1498,Sep-19
1745,AVENUE SOUTH RESIDENCE,SILAT AVENUE,Apartment,3,RCR,99 yrs lease commencing from 2018,New Sale,1,1400000,-,721,Strata,01 to 05,1941,Sep-19
1746,AVENUE SOUTH RESIDENCE,SILAT AVENUE,Apartment,3,RCR,99 yrs lease commencing from 2018,New Sale,1,1390000,-,807,Strata,01 to 05,1722,Sep-19
1747,VIEW AT KISMIS,LORONG KISMIS,Apartment,21,RCR,99 yrs lease commencing from 2019,New Sale,1,1059000,-,592,Strata,01 to 05,1789,Sep-19
1748,AVENUE SOUTH RESIDENCE,SILAT AVENUE,Apartment,3,RCR,99 yrs lease commencing from 2018,New Sale,1,1236000,-,657,Strata,11 to 15,1882,Sep-19
1749,AVENUE SOUTH RESIDENCE,SILAT AVENUE,Apartment,3,RCR,99 yrs lease commencing from 2018,New Sale,1,1394000,-,721,Strata,06 to 10,1933,Sep-19
1750,AVENUE SOUTH RESIDENCE,SILAT AVENUE,Apartment,3,RCR,99 yrs lease commencing from 2018,New Sale,1,1433000,-,807,Strata,01 to 05,1775,Sep-19
1751,AVENUE SOUTH RESIDENCE,SILAT AVENUE,Apartment,3,RCR,99 yrs lease commencing from 2018,New Sale,1,1240000,-,657,Strata,11 to 15,1889,Sep-19
1752,AVENUE SOUTH RESIDENCE,SILAT AVENUE,Apartment,3,RCR,99 yrs lease commencing from 2018,New Sale,1,1404000,-,721,Strata,06 to 10,1947,Sep-19
1753,CUSCADEN RESERVE,CUSCADEN ROAD,Condominium,10,CCR,99 yrs lease commencing from 2018,New Sale,1,3230000,-,926,Strata,01 to 05,3489,Sep-19
1754,CUSCADEN RESERVE,CUSCADEN ROAD,Condominium,10,CCR,99 yrs lease commencing from 2018,New Sale,1,3230000,-,926,Strata,01 to 05,3489,Sep-19
1755,PARC CLEMATIS,JALAN LEMPENG,Apartment,5,OCR,99 yrs lease commencing from 2019,New Sale,1,772000,-,452,Strata,16 to 20,1708,Sep-19
1756,PARC CLEMATIS,JALAN LEMPENG,Apartment,5,OCR,99 yrs lease commencing from 2019,New Sale,1,1693000,-,1076,Strata,06 to 10,1573,Sep-19
1757,PARC CLEMATIS,JALAN LEMPENG,Apartment,5,OCR,99 yrs lease commencing from 2019,New Sale,1,763000,-,452,Strata,11 to 15,1688,Sep-19
1758,PARC CLEMATIS,JALAN LEMPENG,Apartment,5,OCR,99 yrs lease commencing from 2019,New Sale,1,761000,-,452,Strata,16 to 20,1683,Sep-19
1759,PARC CLEMATIS,JALAN LEMPENG,Apartment,5,OCR,99 yrs lease commencing from 2019,New Sale,1,1464000,-,915,Strata,06 to 10,1600,Sep-19
1760,STIRLING RESIDENCES,STIRLING ROAD,Apartment,3,RCR,99 yrs lease commencing from 2017,New Sale,1,1477000,-,764,Strata,36 to 40,1933,Sep-19
1761,WHISTLER GRAND,WEST COAST VALE,Apartment,5,OCR,99 yrs lease commencing from 2018,New Sale,1,1073190,-,764,Strata,11 to 15,1404,Sep-19
1762,AVENUE SOUTH RESIDENCE,SILAT AVENUE,Apartment,3,RCR,99 yrs lease commencing from 2018,New Sale,1,1441000,-,732,Strata,16 to 20,1969,Sep-19
1763,ALEXIS,ALEXANDRA ROAD,Apartment,3,RCR,Freehold,Resale,1,702000,-,398,Strata,01 to 05,1763,Sep-19
1764,AVENUE SOUTH RESIDENCE,SILAT AVENUE,Apartment,3,RCR,99 yrs lease commencing from 2018,New Sale,1,1364000,-,732,Strata,11 to 15,1864,Sep-19
1765,CORALS AT KEPPEL BAY,KEPPEL BAY DRIVE,Condominium,4,RCR,99 yrs lease commencing from 2007,Resale,1,1880000,-,840,Strata,06 to 10,2239,Sep-19
1766,LUTHERAN TOWERS,TAN KIM CHENG ROAD,Apartment,10,CCR,103 yrs lease commencing from 1974,Resale,1,1800000,-,1916,Strata,06 to 10,939,Sep-19
1767,JERVOIS REGENCY,JERVOIS ROAD,Apartment,10,CCR,Freehold,Resale,1,2188888,-,2486,Strata,01 to 05,880,Sep-19
1768,HIGHGATE,TOH TUCK ROAD,Condominium,21,RCR,Freehold,Resale,1,1650000,-,1324,Strata,06 to 10,1246,Sep-19
1769,REGENCY SUITES,KIM TIAN ROAD,Apartment,3,RCR,Freehold,Resale,1,1850000,-,980,Strata,31 to 35,1889,Sep-19
1770,CUSCADEN RESERVE,CUSCADEN ROAD,Condominium,10,CCR,99 yrs lease commencing from 2018,New Sale,1,2328000,-,700,Strata,06 to 10,3327,Sep-19
1771,PARC CLEMATIS,JALAN LEMPENG,Apartment,5,OCR,99 yrs lease commencing from 2019,New Sale,1,1692000,-,1044,Strata,01 to 05,1621,Sep-19
1772,PARC CLEMATIS,JALAN LEMPENG,Apartment,5,OCR,99 yrs lease commencing from 2019,New Sale,1,758000,-,452,Strata,11 to 15,1677,Sep-19
1773,PARC CLEMATIS,JALAN LEMPENG,Apartment,5,OCR,99 yrs lease commencing from 2019,New Sale,1,736000,-,452,Strata,11 to 15,1628,Sep-19
1774,TANGLIN VIEW,PRINCE CHARLES CRESCENT,Condominium,3,RCR,99 yrs lease commencing from 1997,Resale,1,1558000,-,1141,Strata,06 to 10,1365,Sep-19
1775,SUMMERHILL,HUME AVENUE,Condominium,21,OCR,Freehold,Resale,1,1350000,-,1206,Strata,01 to 05,1120,Sep-19
1776,DOVER PARKVIEW,DOVER RISE,Condominium,5,RCR,99 yrs lease commencing from 1993,Resale,1,1020000,-,969,Strata,06 to 10,1053,Sep-19
1777,AVENUE SOUTH RESIDENCE,SILAT AVENUE,Apartment,3,RCR,99 yrs lease commencing from 2018,New Sale,1,1427000,-,807,Strata,01 to 05,1768,Sep-19
1778,TANGLIN VIEW,PRINCE CHARLES CRESCENT,Condominium,3,RCR,99 yrs lease commencing from 1997,Resale,1,1530000,-,1163,Strata,11 to 15,1316,Sep-19
1779,AVENUE SOUTH RESIDENCE,SILAT AVENUE,Apartment,3,RCR,99 yrs lease commencing from 2018,New Sale,1,1418000,-,721,Strata,06 to 10,1966,Sep-19
1780,CORALS AT KEPPEL BAY,KEPPEL BAY DRIVE,Condominium,4,RCR,99 yrs lease commencing from 2007,Resale,1,1955000,-,926,Strata,06 to 10,2112,Sep-19
1781,BEAUTY WORLD CENTRE,UPPER BUKIT TIMAH ROAD,Apartment,21,RCR,99 yrs lease commencing from 1979,Resale,1,1518000,-,1873,Strata,11 to 15,810,Sep-19
1782,BELLERIVE,KENG CHIN ROAD,Apartment,10,CCR,Freehold,Resale,1,2940000,-,1679,Strata,06 to 10,1751,Sep-19
1783,HERITAGE VIEW,DOVER RISE,Condominium,5,RCR,99 yrs lease commencing from 1996,Resale,1,1360000,-,1206,Strata,01 to 05,1128,Sep-19
1784,GARDENVISTA,DUNEARN ROAD,Condominium,21,RCR,99 yrs lease commencing from 1999,Resale,1,1570000,-,1141,Strata,06 to 10,1376,Sep-19
1785,CLEMENTI PARK,SUNSET WAY,Condominium,21,OCR,Freehold,Resale,1,3344000,-,3401,Strata,01 to 05,983,Sep-19
1786,QUEENS PEAK,DUNDEE ROAD,Condominium,3,RCR,99 yrs lease commencing from 2015,New Sale,1,2500000,-,1507,Strata,26 to 30,1659,Sep-19
1787,RIDGEWOOD,RIDGEWOOD CLOSE,Condominium,10,CCR,999 yrs lease commencing from 1885,Resale,1,1850000,-,1399,Strata,16 to 20,1322,Sep-19
1788,VOLARI,BALMORAL ROAD,Condominium,10,CCR,Freehold,Resale,1,3360000,-,1636,Strata,01 to 05,2054,Sep-19
1789,THE NASSIM,NASSIM HILL,Condominium,10,CCR,Freehold,Resale,1,10380000,-,3079,Strata,01 to 05,3372,Sep-19
1790,THE FOLIAGE,PASIR PANJANG ROAD,Condominium,5,RCR,Freehold,Resale,1,1360000,-,1152,Strata,01 to 05,1181,Sep-19
1791,TANGLIN VIEW,PRINCE CHARLES CRESCENT,Condominium,3,RCR,99 yrs lease commencing from 1997,Resale,1,1580000,-,1141,Strata,11 to 15,1385,Sep-19
1792,AVENUE SOUTH RESIDENCE,SILAT AVENUE,Apartment,3,RCR,99 yrs lease commencing from 2018,New Sale,1,1743000,-,947,Strata,11 to 15,1840,Sep-19
1793,AVENUE SOUTH RESIDENCE,SILAT AVENUE,Apartment,3,RCR,99 yrs lease commencing from 2018,New Sale,1,1417000,-,807,Strata,01 to 05,1755,Sep-19
1794,THE HILLFORD,JALAN JURONG KECHIL,Apartment,21,RCR,60 yrs lease commencing from 2013,Resale,1,710000,-,657,Strata,01 to 05,1081,Sep-19
1795,AVENUE SOUTH RESIDENCE,SILAT AVENUE,Apartment,3,RCR,99 yrs lease commencing from 2018,New Sale,1,1559000,-,721,Strata,26 to 30,2162,Sep-19
1796,AVENUE SOUTH RESIDENCE,SILAT AVENUE,Apartment,3,RCR,99 yrs lease commencing from 2018,New Sale,1,1282000,-,657,Strata,01 to 05,1952,Sep-19
1797,CHARMING GARDEN,KING'S ROAD,Condominium,10,CCR,999 yrs lease commencing from 1875,Resale,1,2720000,-,1808,Strata,01 to 05,1504,Sep-19
